pdb_id	file	total_sasa_A2
1wr1	/home/op98/protein_design/dataset/PP/PP2/1wr1.ent.pdb	12437.93
1wr6	/home/op98/protein_design/dataset/PP/PP2/1wr6.ent.pdb	34045.74
1wrd	/home/op98/protein_design/dataset/PP/PP2/1wrd.ent.pdb	11933.99
1wve	/home/op98/protein_design/dataset/PP/PP2/1wve.ent.pdb	34758.27
1x1u	/home/op98/protein_design/dataset/PP/PP2/1x1u.ent.pdb	31644.43
1x1w	/home/op98/protein_design/dataset/PP/PP2/1x1w.ent.pdb	33962.79
1x1x	/home/op98/protein_design/dataset/PP/PP2/1x1x.ent.pdb	28722.62
1x1y	/home/op98/protein_design/dataset/PP/PP2/1x1y.ent.pdb	29070.34
1x75	/home/op98/protein_design/dataset/PP/PP2/1x75.ent.pdb	21429.20
1xd3	/home/op98/protein_design/dataset/PP/PP2/1xd3.ent.pdb	27947.23
1xdt	/home/op98/protein_design/dataset/PP/PP2/1xdt.ent.pdb	25941.60
1xg2	/home/op98/protein_design/dataset/PP/PP2/1xg2.ent.pdb	18627.40
1xj7	/home/op98/protein_design/dataset/PP/PP2/1xj7.ent.pdb	18908.17
1xqh	/home/op98/protein_design/dataset/PP/PP2/1xqh.ent.pdb	27205.66
1xqs	/home/op98/protein_design/dataset/PP/PP2/1xqs.ent.pdb	38826.07
1xr0	/home/op98/protein_design/dataset/PP/PP2/1xr0.ent.pdb	11414.12
1xt9	/home/op98/protein_design/dataset/PP/PP2/1xt9.ent.pdb	12860.81
1xu1	/home/op98/protein_design/dataset/PP/PP2/1xu1.ent.pdb	21642.09
1xwd	/home/op98/protein_design/dataset/PP/PP2/1xwd.ent.pdb	40760.64
1xx9	/home/op98/protein_design/dataset/PP/PP2/1xx9.ent.pdb	35315.49
1xxd	/home/op98/protein_design/dataset/PP/PP2/1xxd.ent.pdb	34330.49
1xxf	/home/op98/protein_design/dataset/PP/PP2/1xxf.ent.pdb	33209.20
1y1k	/home/op98/protein_design/dataset/PP/PP2/1y1k.ent.pdb	14080.47
1y33	/home/op98/protein_design/dataset/PP/PP2/1y33.ent.pdb	14005.72
1y34	/home/op98/protein_design/dataset/PP/PP2/1y34.ent.pdb	13911.91
1y3b	/home/op98/protein_design/dataset/PP/PP2/1y3b.ent.pdb	14092.44
1y3c	/home/op98/protein_design/dataset/PP/PP2/1y3c.ent.pdb	13722.00
1y3d	/home/op98/protein_design/dataset/PP/PP2/1y3d.ent.pdb	13835.16
1y48	/home/op98/protein_design/dataset/PP/PP2/1y48.ent.pdb	13741.66
1y4a	/home/op98/protein_design/dataset/PP/PP2/1y4a.ent.pdb	13689.67
1y4d	/home/op98/protein_design/dataset/PP/PP2/1y4d.ent.pdb	13027.66
1y6k	/home/op98/protein_design/dataset/PP/PP2/1y6k.ent.pdb	22102.52
1y6m	/home/op98/protein_design/dataset/PP/PP2/1y6m.ent.pdb	22034.28
1y6n	/home/op98/protein_design/dataset/PP/PP2/1y6n.ent.pdb	21526.90
1y76	/home/op98/protein_design/dataset/PP/PP2/1y76.ent.pdb	12652.63
1y8n	/home/op98/protein_design/dataset/PP/PP2/1y8n.ent.pdb	24651.84
1yc0	/home/op98/protein_design/dataset/PP/PP2/1yc0.ent.pdb	14139.16
1ycs	/home/op98/protein_design/dataset/PP/PP2/1ycs.ent.pdb	18252.48
1yd8	/home/op98/protein_design/dataset/PP/PP2/1yd8.ent.pdb	21797.12
1ydi	/home/op98/protein_design/dataset/PP/PP2/1ydi.ent.pdb	16874.13
1yk0	/home/op98/protein_design/dataset/PP/PP2/1yk0.ent.pdb	35210.26
1yk1	/home/op98/protein_design/dataset/PP/PP2/1yk1.ent.pdb	34815.69
1yrt	/home/op98/protein_design/dataset/PP/PP2/1yrt.ent.pdb	19284.84
1yru	/home/op98/protein_design/dataset/PP/PP2/1yru.ent.pdb	19776.10
1yvb	/home/op98/protein_design/dataset/PP/PP2/1yvb.ent.pdb	17651.28
1yx5	/home/op98/protein_design/dataset/PP/PP2/1yx5.ent.pdb	74980.48
1yx6	/home/op98/protein_design/dataset/PP/PP2/1yx6.ent.pdb	92714.91
1yy9	/home/op98/protein_design/dataset/PP/PP2/1yy9.ent.pdb	53131.54
1yyl	/home/op98/protein_design/dataset/PP/PP2/1yyl.ent.pdb	72278.04
1yym	/home/op98/protein_design/dataset/PP/PP2/1yym.ent.pdb	71922.89
1z0k	/home/op98/protein_design/dataset/PP/PP2/1z0k.ent.pdb	19206.05
1z5s	/home/op98/protein_design/dataset/PP/PP2/1z5s.ent.pdb	23208.75
1z7x	/home/op98/protein_design/dataset/PP/PP2/1z7x.ent.pdb	40428.79
1z92	/home/op98/protein_design/dataset/PP/PP2/1z92.ent.pdb	14025.80
1za3	/home/op98/protein_design/dataset/PP/PP2/1za3.ent.pdb	51185.67
1zc3	/home/op98/protein_design/dataset/PP/PP2/1zc3.ent.pdb	26461.47
1zc4	/home/op98/protein_design/dataset/PP/PP2/1zc4.ent.pdb	28017.98
1ze3	/home/op98/protein_design/dataset/PP/PP2/1ze3.ent.pdb	21297.27
1zgu	/home/op98/protein_design/dataset/PP/PP2/1zgu.ent.pdb	11169.37
1zhi	/home/op98/protein_design/dataset/PP/PP2/1zhi.ent.pdb	18907.60
1zjd	/home/op98/protein_design/dataset/PP/PP2/1zjd.ent.pdb	14257.76
1zli	/home/op98/protein_design/dataset/PP/PP2/1zli.ent.pdb	15449.80
1zm4	/home/op98/protein_design/dataset/PP/PP2/1zm4.ent.pdb	135282.10
1zmy	/home/op98/protein_design/dataset/PP/PP2/1zmy.ent.pdb	18233.14
1zr0	/home/op98/protein_design/dataset/PP/PP2/1zr0.ent.pdb	27795.29
1zsg	/home/op98/protein_design/dataset/PP/PP2/1zsg.ent.pdb	11306.92
1zv5	/home/op98/protein_design/dataset/PP/PP2/1zv5.ent.pdb	10849.09
1zvh	/home/op98/protein_design/dataset/PP/PP2/1zvh.ent.pdb	11485.18
1zvy	/home/op98/protein_design/dataset/PP/PP2/1zvy.ent.pdb	11581.45
2a24	/home/op98/protein_design/dataset/PP/PP2/2a24.ent.pdb	10610.80
2a6d	/home/op98/protein_design/dataset/PP/PP2/2a6d.ent.pdb	41044.48
2a6i	/home/op98/protein_design/dataset/PP/PP2/2a6i.ent.pdb	19818.51
2a6k	/home/op98/protein_design/dataset/PP/PP2/2a6k.ent.pdb	40585.10
2a78	/home/op98/protein_design/dataset/PP/PP2/2a78.ent.pdb	17057.33
2a7u	/home/op98/protein_design/dataset/PP/PP2/2a7u.ent.pdb	7777.93
2a9h	/home/op98/protein_design/dataset/PP/PP2/2a9h.ent.pdb	17634.42
2a9k	/home/op98/protein_design/dataset/PP/PP2/2a9k.ent.pdb	17045.51
2abz	/home/op98/protein_design/dataset/PP/PP2/2abz.ent.pdb	32892.31
2aep	/home/op98/protein_design/dataset/PP/PP2/2aep.ent.pdb	28675.18
2ajf	/home/op98/protein_design/dataset/PP/PP2/2ajf.ent.pdb	70305.41
2ak4	/home/op98/protein_design/dataset/PP/PP2/2ak4.ent.pdb	146498.66
2aq1	/home/op98/protein_design/dataset/PP/PP2/2aq1.ent.pdb	60460.70
2aq2	/home/op98/protein_design/dataset/PP/PP2/2aq2.ent.pdb	15911.41
2aq3	/home/op98/protein_design/dataset/PP/PP2/2aq3.ent.pdb	61438.68
2arp	/home/op98/protein_design/dataset/PP/PP2/2arp.ent.pdb	16334.53
2ass	/home/op98/protein_design/dataset/PP/PP2/2ass.ent.pdb	25524.27
2ast	/home/op98/protein_design/dataset/PP/PP2/2ast.ent.pdb	24904.34
2aw2	/home/op98/protein_design/dataset/PP/PP2/2aw2.ent.pdb	23959.38
2aze	/home/op98/protein_design/dataset/PP/PP2/2aze.ent.pdb	18445.42
2b0z	/home/op98/protein_design/dataset/PP/PP2/2b0z.ent.pdb	21648.90
2b10	/home/op98/protein_design/dataset/PP/PP2/2b10.ent.pdb	33659.75
2b11	/home/op98/protein_design/dataset/PP/PP2/2b11.ent.pdb	47014.23
2b12	/home/op98/protein_design/dataset/PP/PP2/2b12.ent.pdb	19022.96
2b2w	/home/op98/protein_design/dataset/PP/PP2/2b2w.ent.pdb	24069.08
2b2x	/home/op98/protein_design/dataset/PP/PP2/2b2x.ent.pdb	51959.04
2b42	/home/op98/protein_design/dataset/PP/PP2/2b42.ent.pdb	21290.55
2b4j	/home/op98/protein_design/dataset/PP/PP2/2b4j.ent.pdb	20650.75
2b5i	/home/op98/protein_design/dataset/PP/PP2/2b5i.ent.pdb	33379.88
2b7c	/home/op98/protein_design/dataset/PP/PP2/2b7c.ent.pdb	22791.01
2bdn	/home/op98/protein_design/dataset/PP/PP2/2bdn.ent.pdb	23709.42
2be6	/home/op98/protein_design/dataset/PP/PP2/2be6.ent.pdb	24634.82
2bnq	/home/op98/protein_design/dataset/PP/PP2/2bnq.ent.pdb	38177.68
2bnr	/home/op98/protein_design/dataset/PP/PP2/2bnr.ent.pdb	38347.75
2bo9	/home/op98/protein_design/dataset/PP/PP2/2bo9.ent.pdb	42084.98
2bp7	/home/op98/protein_design/dataset/PP/PP2/2bp7.ent.pdb	89494.54
2bqz	/home/op98/protein_design/dataset/PP/PP2/2bqz.ent.pdb	20433.91
2btf	/home/op98/protein_design/dataset/PP/PP2/2btf.ent.pdb	22070.00
2bwe	/home/op98/protein_design/dataset/PP/PP2/2bwe.ent.pdb	54526.04
2byk	/home/op98/protein_design/dataset/PP/PP2/2byk.ent.pdb	16197.48
2bym	/home/op98/protein_design/dataset/PP/PP2/2bym.ent.pdb	15463.91
2c0l	/home/op98/protein_design/dataset/PP/PP2/2c0l.ent.pdb	18505.90
2c1m	/home/op98/protein_design/dataset/PP/PP2/2c1m.ent.pdb	20666.73
2c1t	/home/op98/protein_design/dataset/PP/PP2/2c1t.ent.pdb	38998.36
2c5d	/home/op98/protein_design/dataset/PP/PP2/2c5d.ent.pdb	51856.42
2c7m	/home/op98/protein_design/dataset/PP/PP2/2c7m.ent.pdb	8370.85
2c7n	/home/op98/protein_design/dataset/PP/PP2/2c7n.ent.pdb	44653.96
2cjs	/home/op98/protein_design/dataset/PP/PP2/2cjs.ent.pdb	20371.02
2cmr	/home/op98/protein_design/dataset/PP/PP2/2cmr.ent.pdb	27922.09
2cpk	/home/op98/protein_design/dataset/PP/PP2/2cpk.ent.pdb	15377.61
2d10	/home/op98/protein_design/dataset/PP/PP2/2d10.ent.pdb	62911.57
2d1k	/home/op98/protein_design/dataset/PP/PP2/2d1k.ent.pdb	27820.00
2dd8	/home/op98/protein_design/dataset/PP/PP2/2dd8.ent.pdb	28450.32
2den	/home/op98/protein_design/dataset/PP/PP2/2den.ent.pdb	7013.48
2dsp	/home/op98/protein_design/dataset/PP/PP2/2dsp.ent.pdb	8971.93
2dsq	/home/op98/protein_design/dataset/PP/PP2/2dsq.ent.pdb	22465.91
2dsr	/home/op98/protein_design/dataset/PP/PP2/2dsr.ent.pdb	12435.26
2dx5	/home/op98/protein_design/dataset/PP/PP2/2dx5.ent.pdb	10241.95
2efd	/home/op98/protein_design/dataset/PP/PP2/2efd.ent.pdb	38569.62
2efh	/home/op98/protein_design/dataset/PP/PP2/2efh.ent.pdb	37225.53
2erj	/home/op98/protein_design/dataset/PP/PP2/2erj.ent.pdb	70885.25
2es4	/home/op98/protein_design/dataset/PP/PP2/2es4.ent.pdb	48874.09
2f31	/home/op98/protein_design/dataset/PP/PP2/2f31.ent.pdb	12551.16
2f4m	/home/op98/protein_design/dataset/PP/PP2/2f4m.ent.pdb	18579.54
2f5z	/home/op98/protein_design/dataset/PP/PP2/2f5z.ent.pdb	184927.06
2f6a	/home/op98/protein_design/dataset/PP/PP2/2f6a.ent.pdb	63678.26
2f9z	/home/op98/protein_design/dataset/PP/PP2/2f9z.ent.pdb	31903.72
2fdb	/home/op98/protein_design/dataset/PP/PP2/2fdb.ent.pdb	29818.94
2few	/home/op98/protein_design/dataset/PP/PP2/2few.ent.pdb	12217.77
2fjg	/home/op98/protein_design/dataset/PP/PP2/2fjg.ent.pdb	46991.67
2fjh	/home/op98/protein_design/dataset/PP/PP2/2fjh.ent.pdb	50336.30
2fju	/home/op98/protein_design/dataset/PP/PP2/2fju.ent.pdb	38197.19
2ftl	/home/op98/protein_design/dataset/PP/PP2/2ftl.ent.pdb	11927.54
2ftm	/home/op98/protein_design/dataset/PP/PP2/2ftm.ent.pdb	11935.29
2fu5	/home/op98/protein_design/dataset/PP/PP2/2fu5.ent.pdb	26703.41
2fyl	/home/op98/protein_design/dataset/PP/PP2/2fyl.ent.pdb	10404.44
2g2u	/home/op98/protein_design/dataset/PP/PP2/2g2u.ent.pdb	16966.64
2g2w	/home/op98/protein_design/dataset/PP/PP2/2g2w.ent.pdb	17077.52
2g45	/home/op98/protein_design/dataset/PP/PP2/2g45.ent.pdb	20604.53
2g81	/home/op98/protein_design/dataset/PP/PP2/2g81.ent.pdb	11769.80
2g9h	/home/op98/protein_design/dataset/PP/PP2/2g9h.ent.pdb	28302.16
2gh0	/home/op98/protein_design/dataset/PP/PP2/2gh0.ent.pdb	29420.54
2gl7	/home/op98/protein_design/dataset/PP/PP2/2gl7.ent.pdb	47544.92
2gng	/home/op98/protein_design/dataset/PP/PP2/2gng.ent.pdb	17193.17
2gox	/home/op98/protein_design/dataset/PP/PP2/2gox.ent.pdb	29395.67
2gww	/home/op98/protein_design/dataset/PP/PP2/2gww.ent.pdb	15472.37
2h4m	/home/op98/protein_design/dataset/PP/PP2/2h4m.ent.pdb	74459.88
2h62	/home/op98/protein_design/dataset/PP/PP2/2h62.ent.pdb	19717.32
2h64	/home/op98/protein_design/dataset/PP/PP2/2h64.ent.pdb	18335.54
2h9g	/home/op98/protein_design/dataset/PP/PP2/2h9g.ent.pdb	46764.84
2hd5	/home/op98/protein_design/dataset/PP/PP2/2hd5.ent.pdb	15749.48
2hev	/home/op98/protein_design/dataset/PP/PP2/2hev.ent.pdb	16241.50
2hfg	/home/op98/protein_design/dataset/PP/PP2/2hfg.ent.pdb	21051.99
2hle	/home/op98/protein_design/dataset/PP/PP2/2hle.ent.pdb	15784.09
2hqs	/home/op98/protein_design/dataset/PP/PP2/2hqs.ent.pdb	81781.36
2hqw	/home/op98/protein_design/dataset/PP/PP2/2hqw.ent.pdb	8657.19
2hrk	/home/op98/protein_design/dataset/PP/PP2/2hrk.ent.pdb	15273.61
2hsq	/home/op98/protein_design/dataset/PP/PP2/2hsq.ent.pdb	16177.25
2hth	/home/op98/protein_design/dataset/PP/PP2/2hth.ent.pdb	12216.74
2hwn	/home/op98/protein_design/dataset/PP/PP2/2hwn.ent.pdb	12000.77
2i25	/home/op98/protein_design/dataset/PP/PP2/2i25.ent.pdb	22424.62
2i26	/home/op98/protein_design/dataset/PP/PP2/2i26.ent.pdb	34329.84
2i32	/home/op98/protein_design/dataset/PP/PP2/2i32.ent.pdb	18144.07
2i3s	/home/op98/protein_design/dataset/PP/PP2/2i3s.ent.pdb	45738.84
2i3t	/home/op98/protein_design/dataset/PP/PP2/2i3t.ent.pdb	60921.03
2i5y	/home/op98/protein_design/dataset/PP/PP2/2i5y.ent.pdb	71629.70
2i60	/home/op98/protein_design/dataset/PP/PP2/2i60.ent.pdb	71264.89
2i9b	/home/op98/protein_design/dataset/PP/PP2/2i9b.ent.pdb	75153.25
2ibf	/home/op98/protein_design/dataset/PP/PP2/2ibf.ent.pdb	15341.42
2iff	/home/op98/protein_design/dataset/PP/PP2/2iff.ent.pdb	24236.67
2ifg	/home/op98/protein_design/dataset/PP/PP2/2ifg.ent.pdb	49246.37
2ihs	/home/op98/protein_design/dataset/PP/PP2/2ihs.ent.pdb	20856.73
2ij0	/home/op98/protein_design/dataset/PP/PP2/2ij0.ent.pdb	28213.51
2ijo	/home/op98/protein_design/dataset/PP/PP2/2ijo.ent.pdb	12676.82
2iou	/home/op98/protein_design/dataset/PP/PP2/2iou.ent.pdb	109182.85
2iwg	/home/op98/protein_design/dataset/PP/PP2/2iwg.ent.pdb	37627.14
2ixq	/home/op98/protein_design/dataset/PP/PP2/2ixq.ent.pdb	14727.18
2iy0	/home/op98/protein_design/dataset/PP/PP2/2iy0.ent.pdb	22887.19
2iy1	/home/op98/protein_design/dataset/PP/PP2/2iy1.ent.pdb	31510.43
2iyb	/home/op98/protein_design/dataset/PP/PP2/2iyb.ent.pdb	34820.81
2j0t	/home/op98/protein_design/dataset/PP/PP2/2j0t.ent.pdb	41689.69
2j12	/home/op98/protein_design/dataset/PP/PP2/2j12.ent.pdb	14397.81
2j1k	/home/op98/protein_design/dataset/PP/PP2/2j1k.ent.pdb	137795.86
2j4w	/home/op98/protein_design/dataset/PP/PP2/2j4w.ent.pdb	21926.56
2j59	/home/op98/protein_design/dataset/PP/PP2/2j59.ent.pdb	78128.73
2j5l	/home/op98/protein_design/dataset/PP/PP2/2j5l.ent.pdb	21560.00
2j6e	/home/op98/protein_design/dataset/PP/PP2/2j6e.ent.pdb	58510.21
2j7p	/home/op98/protein_design/dataset/PP/PP2/2j7p.ent.pdb	44125.79
2j8s	/home/op98/protein_design/dataset/PP/PP2/2j8s.ent.pdb	129376.27
2j8u	/home/op98/protein_design/dataset/PP/PP2/2j8u.ent.pdb	77446.10
2j8x	/home/op98/protein_design/dataset/PP/PP2/2j8x.ent.pdb	26685.40
2jby	/home/op98/protein_design/dataset/PP/PP2/2jby.ent.pdb	8466.27
2jcc	/home/op98/protein_design/dataset/PP/PP2/2jcc.ent.pdb	77780.20
2jel	/home/op98/protein_design/dataset/PP/PP2/2jel.ent.pdb	23208.24
2jgz	/home/op98/protein_design/dataset/PP/PP2/2jgz.ent.pdb	24438.63
2jix	/home/op98/protein_design/dataset/PP/PP2/2jix.ent.pdb	85984.39
2jjs	/home/op98/protein_design/dataset/PP/PP2/2jjs.ent.pdb	23402.11
2jjt	/home/op98/protein_design/dataset/PP/PP2/2jjt.ent.pdb	21228.37
2jki	/home/op98/protein_design/dataset/PP/PP2/2jki.ent.pdb	44102.59
2jod	/home/op98/protein_design/dataset/PP/PP2/2jod.ent.pdb	8872.99
2jy6	/home/op98/protein_design/dataset/PP/PP2/2jy6.ent.pdb	7883.19
2jzn	/home/op98/protein_design/dataset/PP/PP2/2jzn.ent.pdb	19502.98
2k2s	/home/op98/protein_design/dataset/PP/PP2/2k2s.ent.pdb	7965.89
2k6d	/home/op98/protein_design/dataset/PP/PP2/2k6d.ent.pdb	8048.66
2k79	/home/op98/protein_design/dataset/PP/PP2/2k79.ent.pdb	9825.42
2k8b	/home/op98/protein_design/dataset/PP/PP2/2k8b.ent.pdb	10663.29
2k8c	/home/op98/protein_design/dataset/PP/PP2/2k8c.ent.pdb	10486.23
2k8f	/home/op98/protein_design/dataset/PP/PP2/2k8f.ent.pdb	10007.30
2kde	/home/op98/protein_design/dataset/PP/PP2/2kde.ent.pdb	31476.91
2kgx	/home/op98/protein_design/dataset/PP/PP2/2kgx.ent.pdb	13585.45
2kri	/home/op98/protein_design/dataset/PP/PP2/2kri.ent.pdb	7790.52
2l1l	/home/op98/protein_design/dataset/PP/PP2/2l1l.ent.pdb	12243.54
2lp0	/home/op98/protein_design/dataset/PP/PP2/2lp0.ent.pdb	10005.44
2lpb	/home/op98/protein_design/dataset/PP/PP2/2lpb.ent.pdb	27780.95
2ly4	/home/op98/protein_design/dataset/PP/PP2/2ly4.ent.pdb	24647.37
2lz6	/home/op98/protein_design/dataset/PP/PP2/2lz6.ent.pdb	8297.70
2m86	/home/op98/protein_design/dataset/PP/PP2/2m86.ent.pdb	9827.73
2mcn	/home/op98/protein_design/dataset/PP/PP2/2mcn.ent.pdb	7916.21
2mj5	/home/op98/protein_design/dataset/PP/PP2/2mj5.ent.pdb	8145.80
2mp0	/home/op98/protein_design/dataset/PP/PP2/2mp0.ent.pdb	20434.15
2mro	/home/op98/protein_design/dataset/PP/PP2/2mro.ent.pdb	7290.16
2mta	/home/op98/protein_design/dataset/PP/PP2/2mta.ent.pdb	31521.71
2mur	/home/op98/protein_design/dataset/PP/PP2/2mur.ent.pdb	7819.77
2mv7	/home/op98/protein_design/dataset/PP/PP2/2mv7.ent.pdb	11450.08
2mws	/home/op98/protein_design/dataset/PP/PP2/2mws.ent.pdb	8968.81
2noj	/home/op98/protein_design/dataset/PP/PP2/2noj.ent.pdb	57287.57
2nqd	/home/op98/protein_design/dataset/PP/PP2/2nqd.ent.pdb	14815.96
2nup	/home/op98/protein_design/dataset/PP/PP2/2nup.ent.pdb	67538.34
2nut	/home/op98/protein_design/dataset/PP/PP2/2nut.ent.pdb	67958.13
2nyy	/home/op98/protein_design/dataset/PP/PP2/2nyy.ent.pdb	71687.96
2nyz	/home/op98/protein_design/dataset/PP/PP2/2nyz.ent.pdb	38075.85
2nz1	/home/op98/protein_design/dataset/PP/PP2/2nz1.ent.pdb	58946.71
2nz9	/home/op98/protein_design/dataset/PP/PP2/2nz9.ent.pdb	144573.13
2o3b	/home/op98/protein_design/dataset/PP/PP2/2o3b.ent.pdb	16617.59
2o8v	/home/op98/protein_design/dataset/PP/PP2/2o8v.ent.pdb	17236.90
2o98	/home/op98/protein_design/dataset/PP/PP2/2o98.ent.pdb	29080.38
2odg	/home/op98/protein_design/dataset/PP/PP2/2odg.ent.pdb	13019.44
2ody	/home/op98/protein_design/dataset/PP/PP2/2ody.ent.pdb	37454.79
2oin	/home/op98/protein_design/dataset/PP/PP2/2oin.ent.pdb	15947.46
2oje	/home/op98/protein_design/dataset/PP/PP2/2oje.ent.pdb	56899.29
2omt	/home/op98/protein_design/dataset/PP/PP2/2omt.ent.pdb	23091.54
2omu	/home/op98/protein_design/dataset/PP/PP2/2omu.ent.pdb	23154.16
2omv	/home/op98/protein_design/dataset/PP/PP2/2omv.ent.pdb	23218.38
2omw	/home/op98/protein_design/dataset/PP/PP2/2omw.ent.pdb	23274.98
2omx	/home/op98/protein_design/dataset/PP/PP2/2omx.ent.pdb	23121.29
2omy	/home/op98/protein_design/dataset/PP/PP2/2omy.ent.pdb	23405.02
2omz	/home/op98/protein_design/dataset/PP/PP2/2omz.ent.pdb	23655.64
2onl	/home/op98/protein_design/dataset/PP/PP2/2onl.ent.pdb	64909.94
2oob	/home/op98/protein_design/dataset/PP/PP2/2oob.ent.pdb	6958.33
2oor	/home/op98/protein_design/dataset/PP/PP2/2oor.ent.pdb	37409.94
2oqj	/home/op98/protein_design/dataset/PP/PP2/2oqj.ent.pdb	79695.60
2ot3	/home/op98/protein_design/dataset/PP/PP2/2ot3.ent.pdb	19212.25
2ot8	/home/op98/protein_design/dataset/PP/PP2/2ot8.ent.pdb	74073.15
2oul	/home/op98/protein_design/dataset/PP/PP2/2oul.ent.pdb	16583.26
2oza	/home/op98/protein_design/dataset/PP/PP2/2oza.ent.pdb	31158.73
2p1l	/home/op98/protein_design/dataset/PP/PP2/2p1l.ent.pdb	30009.48
2p3f	/home/op98/protein_design/dataset/PP/PP2/2p3f.ent.pdb	17429.70
2p42	/home/op98/protein_design/dataset/PP/PP2/2p42.ent.pdb	24572.46
2p43	/home/op98/protein_design/dataset/PP/PP2/2p43.ent.pdb	12438.06
2p44	/home/op98/protein_design/dataset/PP/PP2/2p44.ent.pdb	12585.55
2p45	/home/op98/protein_design/dataset/PP/PP2/2p45.ent.pdb	12679.05
2p46	/home/op98/protein_design/dataset/PP/PP2/2p46.ent.pdb	23318.08
2p47	/home/op98/protein_design/dataset/PP/PP2/2p47.ent.pdb	12630.17
2p48	/home/op98/protein_design/dataset/PP/PP2/2p48.ent.pdb	12730.09
2p49	/home/op98/protein_design/dataset/PP/PP2/2p49.ent.pdb	11961.32
2p4a	/home/op98/protein_design/dataset/PP/PP2/2p4a.ent.pdb	23168.11
2p5e	/home/op98/protein_design/dataset/PP/PP2/2p5e.ent.pdb	37693.41
2p5t	/home/op98/protein_design/dataset/PP/PP2/2p5t.ent.pdb	65187.20
2p8q	/home/op98/protein_design/dataset/PP/PP2/2p8q.ent.pdb	41750.29
2pcb	/home/op98/protein_design/dataset/PP/PP2/2pcb.ent.pdb	30890.80
2pcc	/home/op98/protein_design/dataset/PP/PP2/2pcc.ent.pdb	35561.10
2phe	/home/op98/protein_design/dataset/PP/PP2/2phe.ent.pdb	9429.46
2pjy	/home/op98/protein_design/dataset/PP/PP2/2pjy.ent.pdb	17637.39
2pkg	/home/op98/protein_design/dataset/PP/PP2/2pkg.ent.pdb	61302.50
2pms	/home/op98/protein_design/dataset/PP/PP2/2pms.ent.pdb	43085.61
2pop	/home/op98/protein_design/dataset/PP/PP2/2pop.ent.pdb	37608.88
2psm	/home/op98/protein_design/dataset/PP/PP2/2psm.ent.pdb	18853.66
2ptc	/home/op98/protein_design/dataset/PP/PP2/2ptc.ent.pdb	11788.16
2ptt	/home/op98/protein_design/dataset/PP/PP2/2ptt.ent.pdb	11453.97
2pw8	/home/op98/protein_design/dataset/PP/PP2/2pw8.ent.pdb	15429.18
2pye	/home/op98/protein_design/dataset/PP/PP2/2pye.ent.pdb	39214.71
2q0o	/home/op98/protein_design/dataset/PP/PP2/2q0o.ent.pdb	31297.11
2q5d	/home/op98/protein_design/dataset/PP/PP2/2q5d.ent.pdb	84396.67
2q7n	/home/op98/protein_design/dataset/PP/PP2/2q7n.ent.pdb	63622.11
2qc1	/home/op98/protein_design/dataset/PP/PP2/2qc1.ent.pdb	15569.96
2qej	/home/op98/protein_design/dataset/PP/PP2/2qej.ent.pdb	38878.47
2qho	/home/op98/protein_design/dataset/PP/PP2/2qho.ent.pdb	24242.26
2qiy	/home/op98/protein_design/dataset/PP/PP2/2qiy.ent.pdb	15025.35
2qj9	/home/op98/protein_design/dataset/PP/PP2/2qj9.ent.pdb	19940.88
2qja	/home/op98/protein_design/dataset/PP/PP2/2qja.ent.pdb	20154.29
2qjb	/home/op98/protein_design/dataset/PP/PP2/2qjb.ent.pdb	19399.63
2qna	/home/op98/protein_design/dataset/PP/PP2/2qna.ent.pdb	37032.88
2qr0	/home/op98/protein_design/dataset/PP/PP2/2qr0.ent.pdb	192691.51
2qur	/home/op98/protein_design/dataset/PP/PP2/2qur.ent.pdb	16630.60
2qxv	/home/op98/protein_design/dataset/PP/PP2/2qxv.ent.pdb	15560.55
2r0k	/home/op98/protein_design/dataset/PP/PP2/2r0k.ent.pdb	28522.84
2r0l	/home/op98/protein_design/dataset/PP/PP2/2r0l.ent.pdb	29840.46
2r56	/home/op98/protein_design/dataset/PP/PP2/2r56.ent.pdb	51409.50
2r9p	/home/op98/protein_design/dataset/PP/PP2/2r9p.ent.pdb	47700.22
2ra3	/home/op98/protein_design/dataset/PP/PP2/2ra3.ent.pdb	24062.41
2rf9	/home/op98/protein_design/dataset/PP/PP2/2rf9.ent.pdb	28171.86
2rgn	/home/op98/protein_design/dataset/PP/PP2/2rgn.ent.pdb	79498.71
2sic	/home/op98/protein_design/dataset/PP/PP2/2sic.ent.pdb	14401.32
2sni	/home/op98/protein_design/dataset/PP/PP2/2sni.ent.pdb	12804.32
2tgp	/home/op98/protein_design/dataset/PP/PP2/2tgp.ent.pdb	12283.27
2uuy	/home/op98/protein_design/dataset/PP/PP2/2uuy.ent.pdb	11903.42
2uwe	/home/op98/protein_design/dataset/PP/PP2/2uwe.ent.pdb	76482.15
2uxn	/home/op98/protein_design/dataset/PP/PP2/2uxn.ent.pdb	39338.43
2uyz	/home/op98/protein_design/dataset/PP/PP2/2uyz.ent.pdb	12950.11
2uzi	/home/op98/protein_design/dataset/PP/PP2/2uzi.ent.pdb	16791.00
2v1d	/home/op98/protein_design/dataset/PP/PP2/2v1d.ent.pdb	38872.63
2v2w	/home/op98/protein_design/dataset/PP/PP2/2v2w.ent.pdb	37690.69
2v3b	/home/op98/protein_design/dataset/PP/PP2/2v3b.ent.pdb	19727.49
