pdb_id,file,chains,source
2ot3,/home/op98/protein_design/dataset/PP/PP2/2ot3.ent.pdb,2,compnd
2oul,/home/op98/protein_design/dataset/PP/PP2/2oul.ent.pdb,2,compnd
2oza,/home/op98/protein_design/dataset/PP/PP2/2oza.ent.pdb,2,compnd
2p43,/home/op98/protein_design/dataset/PP/PP2/2p43.ent.pdb,2,compnd
2p44,/home/op98/protein_design/dataset/PP/PP2/2p44.ent.pdb,2,compnd
2p45,/home/op98/protein_design/dataset/PP/PP2/2p45.ent.pdb,2,compnd
2p47,/home/op98/protein_design/dataset/PP/PP2/2p47.ent.pdb,2,compnd
2p48,/home/op98/protein_design/dataset/PP/PP2/2p48.ent.pdb,2,compnd
2p49,/home/op98/protein_design/dataset/PP/PP2/2p49.ent.pdb,2,compnd
2p8q,/home/op98/protein_design/dataset/PP/PP2/2p8q.ent.pdb,2,compnd
2pon,/home/op98/protein_design/dataset/PP/PP2/2pon.ent.pdb,2,compnd
2ptc,/home/op98/protein_design/dataset/PP/PP2/2ptc.ent.pdb,2,compnd
2ptt,/home/op98/protein_design/dataset/PP/PP2/2ptt.ent.pdb,2,compnd
2px9,/home/op98/protein_design/dataset/PP/PP2/2px9.ent.pdb,2,compnd
2qc1,/home/op98/protein_design/dataset/PP/PP2/2qc1.ent.pdb,2,compnd
2qna,/home/op98/protein_design/dataset/PP/PP2/2qna.ent.pdb,2,compnd
2qur,/home/op98/protein_design/dataset/PP/PP2/2qur.ent.pdb,2,compnd
2qxv,/home/op98/protein_design/dataset/PP/PP2/2qxv.ent.pdb,2,compnd
2rmk,/home/op98/protein_design/dataset/PP/PP2/2rmk.ent.pdb,2,compnd
2rms,/home/op98/protein_design/dataset/PP/PP2/2rms.ent.pdb,2,compnd
2rnr,/home/op98/protein_design/dataset/PP/PP2/2rnr.ent.pdb,2,compnd
2roz,/home/op98/protein_design/dataset/PP/PP2/2roz.ent.pdb,2,compnd
2rr3,/home/op98/protein_design/dataset/PP/PP2/2rr3.ent.pdb,2,compnd
2ru4,/home/op98/protein_design/dataset/PP/PP2/2ru4.ent.pdb,2,compnd
2ruk,/home/op98/protein_design/dataset/PP/PP2/2ruk.ent.pdb,2,compnd
2rvb,/home/op98/protein_design/dataset/PP/PP2/2rvb.ent.pdb,2,compnd
2sic,/home/op98/protein_design/dataset/PP/PP2/2sic.ent.pdb,2,compnd
2sni,/home/op98/protein_design/dataset/PP/PP2/2sni.ent.pdb,2,compnd
2tgp,/home/op98/protein_design/dataset/PP/PP2/2tgp.ent.pdb,2,compnd
2uuy,/home/op98/protein_design/dataset/PP/PP2/2uuy.ent.pdb,2,compnd
2uyz,/home/op98/protein_design/dataset/PP/PP2/2uyz.ent.pdb,2,compnd
2v3b,/home/op98/protein_design/dataset/PP/PP2/2v3b.ent.pdb,2,compnd
2v4z,/home/op98/protein_design/dataset/PP/PP2/2v4z.ent.pdb,2,compnd
2v52,/home/op98/protein_design/dataset/PP/PP2/2v52.ent.pdb,2,compnd
2v6x,/home/op98/protein_design/dataset/PP/PP2/2v6x.ent.pdb,2,compnd
2v8s,/home/op98/protein_design/dataset/PP/PP2/2v8s.ent.pdb,2,compnd
2v9t,/home/op98/protein_design/dataset/PP/PP2/2v9t.ent.pdb,2,compnd
2vay,/home/op98/protein_design/dataset/PP/PP2/2vay.ent.pdb,2,compnd
2vda,/home/op98/protein_design/dataset/PP/PP2/2vda.ent.pdb,2,compnd
2vdb,/home/op98/protein_design/dataset/PP/PP2/2vdb.ent.pdb,2,compnd
2ver,/home/op98/protein_design/dataset/PP/PP2/2ver.ent.pdb,2,compnd
2vln,/home/op98/protein_design/dataset/PP/PP2/2vln.ent.pdb,2,compnd
2vlo,/home/op98/protein_design/dataset/PP/PP2/2vlo.ent.pdb,2,compnd
2vlp,/home/op98/protein_design/dataset/PP/PP2/2vlp.ent.pdb,2,compnd
2vlq,/home/op98/protein_design/dataset/PP/PP2/2vlq.ent.pdb,2,compnd
2vog,/home/op98/protein_design/dataset/PP/PP2/2vog.ent.pdb,2,compnd
2voh,/home/op98/protein_design/dataset/PP/PP2/2voh.ent.pdb,2,compnd
2voi,/home/op98/protein_design/dataset/PP/PP2/2voi.ent.pdb,2,compnd
2vsm,/home/op98/protein_design/dataset/PP/PP2/2vsm.ent.pdb,2,compnd
2w84,/home/op98/protein_design/dataset/PP/PP2/2w84.ent.pdb,2,compnd
2wd5,/home/op98/protein_design/dataset/PP/PP2/2wd5.ent.pdb,2,compnd
2wel,/home/op98/protein_design/dataset/PP/PP2/2wel.ent.pdb,2,compnd
2wfx,/home/op98/protein_design/dataset/PP/PP2/2wfx.ent.pdb,2,compnd
2wg4,/home/op98/protein_design/dataset/PP/PP2/2wg4.ent.pdb,2,compnd
2wh6,/home/op98/protein_design/dataset/PP/PP2/2wh6.ent.pdb,2,compnd
2wo2,/home/op98/protein_design/dataset/PP/PP2/2wo2.ent.pdb,2,compnd
2wo3,/home/op98/protein_design/dataset/PP/PP2/2wo3.ent.pdb,2,compnd
2wp3,/home/op98/protein_design/dataset/PP/PP2/2wp3.ent.pdb,2,compnd
2wpt,/home/op98/protein_design/dataset/PP/PP2/2wpt.ent.pdb,2,compnd
2wwk,/home/op98/protein_design/dataset/PP/PP2/2wwk.ent.pdb,2,compnd
2wwx,/home/op98/protein_design/dataset/PP/PP2/2wwx.ent.pdb,2,compnd
2wy8,/home/op98/protein_design/dataset/PP/PP2/2wy8.ent.pdb,2,compnd
2x1x,/home/op98/protein_design/dataset/PP/PP2/2x1x.ent.pdb,2,compnd
2xgy,/home/op98/protein_design/dataset/PP/PP2/2xgy.ent.pdb,2,compnd
2xhe,/home/op98/protein_design/dataset/PP/PP2/2xhe.ent.pdb,2,compnd
2xpx,/home/op98/protein_design/dataset/PP/PP2/2xpx.ent.pdb,2,compnd
2xtt,/home/op98/protein_design/dataset/PP/PP2/2xtt.ent.pdb,2,compnd
2y9m,/home/op98/protein_design/dataset/PP/PP2/2y9m.ent.pdb,2,compnd
2ygg,/home/op98/protein_design/dataset/PP/PP2/2ygg.ent.pdb,2,compnd
2yq7,/home/op98/protein_design/dataset/PP/PP2/2yq7.ent.pdb,2,compnd
2z58,/home/op98/protein_design/dataset/PP/PP2/2z58.ent.pdb,2,compnd
2z7f,/home/op98/protein_design/dataset/PP/PP2/2z7f.ent.pdb,2,compnd
3ajb,/home/op98/protein_design/dataset/PP/PP2/3ajb.ent.pdb,2,compnd
3alz,/home/op98/protein_design/dataset/PP/PP2/3alz.ent.pdb,2,compnd
3aon,/home/op98/protein_design/dataset/PP/PP2/3aon.ent.pdb,2,compnd
3au4,/home/op98/protein_design/dataset/PP/PP2/3au4.ent.pdb,2,compnd
3beg,/home/op98/protein_design/dataset/PP/PP2/3beg.ent.pdb,2,compnd
3bh6,/home/op98/protein_design/dataset/PP/PP2/3bh6.ent.pdb,2,compnd
3blh,/home/op98/protein_design/dataset/PP/PP2/3blh.ent.pdb,2,compnd
3bn3,/home/op98/protein_design/dataset/PP/PP2/3bn3.ent.pdb,2,compnd
3bs5,/home/op98/protein_design/dataset/PP/PP2/3bs5.ent.pdb,2,compnd
3bzd,/home/op98/protein_design/dataset/PP/PP2/3bzd.ent.pdb,2,compnd
3c4o,/home/op98/protein_design/dataset/PP/PP2/3c4o.ent.pdb,2,compnd
3c4p,/home/op98/protein_design/dataset/PP/PP2/3c4p.ent.pdb,2,compnd
3c59,/home/op98/protein_design/dataset/PP/PP2/3c59.ent.pdb,2,compnd
3c5t,/home/op98/protein_design/dataset/PP/PP2/3c5t.ent.pdb,2,compnd
3ch5,/home/op98/protein_design/dataset/PP/PP2/3ch5.ent.pdb,2,compnd
3cqc,/home/op98/protein_design/dataset/PP/PP2/3cqc.ent.pdb,2,compnd
3cqg,/home/op98/protein_design/dataset/PP/PP2/3cqg.ent.pdb,2,compnd
3cx6,/home/op98/protein_design/dataset/PP/PP2/3cx6.ent.pdb,2,compnd
3cx7,/home/op98/protein_design/dataset/PP/PP2/3cx7.ent.pdb,2,compnd
3cx8,/home/op98/protein_design/dataset/PP/PP2/3cx8.ent.pdb,2,compnd
3d7t,/home/op98/protein_design/dataset/PP/PP2/3d7t.ent.pdb,2,compnd
3ddc,/home/op98/protein_design/dataset/PP/PP2/3ddc.ent.pdb,2,compnd
3di3,/home/op98/protein_design/dataset/PP/PP2/3di3.ent.pdb,2,compnd
3doe,/home/op98/protein_design/dataset/PP/PP2/3doe.ent.pdb,2,compnd
3dvm,/home/op98/protein_design/dataset/PP/PP2/3dvm.ent.pdb,2,compnd
3e1z,/home/op98/protein_design/dataset/PP/PP2/3e1z.ent.pdb,2,compnd
3eba,/home/op98/protein_design/dataset/PP/PP2/3eba.ent.pdb,2,compnd
3f1p,/home/op98/protein_design/dataset/PP/PP2/3f1p.ent.pdb,2,compnd
3f50,/home/op98/protein_design/dataset/PP/PP2/3f50.ent.pdb,2,compnd
3fhc,/home/op98/protein_design/dataset/PP/PP2/3fhc.ent.pdb,2,compnd
3fii,/home/op98/protein_design/dataset/PP/PP2/3fii.ent.pdb,2,compnd
3fju,/home/op98/protein_design/dataset/PP/PP2/3fju.ent.pdb,2,compnd
3fp6,/home/op98/protein_design/dataset/PP/PP2/3fp6.ent.pdb,2,compnd
3fpu,/home/op98/protein_design/dataset/PP/PP2/3fpu.ent.pdb,2,compnd
3g7a,/home/op98/protein_design/dataset/PP/PP2/3g7a.ent.pdb,2,compnd
3gb8,/home/op98/protein_design/dataset/PP/PP2/3gb8.ent.pdb,2,compnd
3gc3,/home/op98/protein_design/dataset/PP/PP2/3gc3.ent.pdb,2,compnd
3gj3,/home/op98/protein_design/dataset/PP/PP2/3gj3.ent.pdb,2,compnd
3gj6,/home/op98/protein_design/dataset/PP/PP2/3gj6.ent.pdb,2,compnd
3gni,/home/op98/protein_design/dataset/PP/PP2/3gni.ent.pdb,2,compnd
3gqi,/home/op98/protein_design/dataset/PP/PP2/3gqi.ent.pdb,2,compnd
3gty,/home/op98/protein_design/dataset/PP/PP2/3gty.ent.pdb,2,compnd
3gxu,/home/op98/protein_design/dataset/PP/PP2/3gxu.ent.pdb,2,compnd
3h3g,/home/op98/protein_design/dataset/PP/PP2/3h3g.ent.pdb,2,compnd
3h8k,/home/op98/protein_design/dataset/PP/PP2/3h8k.ent.pdb,2,compnd
3hct,/home/op98/protein_design/dataset/PP/PP2/3hct.ent.pdb,2,compnd
3idb,/home/op98/protein_design/dataset/PP/PP2/3idb.ent.pdb,2,compnd
3idc,/home/op98/protein_design/dataset/PP/PP2/3idc.ent.pdb,2,compnd
3iol,/home/op98/protein_design/dataset/PP/PP2/3iol.ent.pdb,2,compnd
3ixe,/home/op98/protein_design/dataset/PP/PP2/3ixe.ent.pdb,2,compnd
3jza,/home/op98/protein_design/dataset/PP/PP2/3jza.ent.pdb,2,compnd
3k1r,/home/op98/protein_design/dataset/PP/PP2/3k1r.ent.pdb,2,compnd
3k8p,/home/op98/protein_design/dataset/PP/PP2/3k8p.ent.pdb,2,compnd
3kj0,/home/op98/protein_design/dataset/PP/PP2/3kj0.ent.pdb,2,compnd
3kj1,/home/op98/protein_design/dataset/PP/PP2/3kj1.ent.pdb,2,compnd
3kj2,/home/op98/protein_design/dataset/PP/PP2/3kj2.ent.pdb,2,compnd
3knb,/home/op98/protein_design/dataset/PP/PP2/3knb.ent.pdb,2,compnd
3kuc,/home/op98/protein_design/dataset/PP/PP2/3kuc.ent.pdb,2,compnd
3kud,/home/op98/protein_design/dataset/PP/PP2/3kud.ent.pdb,2,compnd
3kv4,/home/op98/protein_design/dataset/PP/PP2/3kv4.ent.pdb,2,compnd
3kw5,/home/op98/protein_design/dataset/PP/PP2/3kw5.ent.pdb,2,compnd
3kyi,/home/op98/protein_design/dataset/PP/PP2/3kyi.ent.pdb,2,compnd
3l9j,/home/op98/protein_design/dataset/PP/PP2/3l9j.ent.pdb,2,compnd
3lbx,/home/op98/protein_design/dataset/PP/PP2/3lbx.ent.pdb,2,compnd
3lms,/home/op98/protein_design/dataset/PP/PP2/3lms.ent.pdb,2,compnd
3m18,/home/op98/protein_design/dataset/PP/PP2/3m18.ent.pdb,2,compnd
3m63,/home/op98/protein_design/dataset/PP/PP2/3m63.ent.pdb,2,compnd
3mca,/home/op98/protein_design/dataset/PP/PP2/3mca.ent.pdb,2,compnd
3me2,/home/op98/protein_design/dataset/PP/PP2/3me2.ent.pdb,2,compnd
3mj7,/home/op98/protein_design/dataset/PP/PP2/3mj7.ent.pdb,2,compnd
3mzg,/home/op98/protein_design/dataset/PP/PP2/3mzg.ent.pdb,2,compnd
3mzw,/home/op98/protein_design/dataset/PP/PP2/3mzw.ent.pdb,2,compnd
3n00,/home/op98/protein_design/dataset/PP/PP2/3n00.ent.pdb,2,compnd
3n06,/home/op98/protein_design/dataset/PP/PP2/3n06.ent.pdb,2,compnd
3n0p,/home/op98/protein_design/dataset/PP/PP2/3n0p.ent.pdb,2,compnd
3n4i,/home/op98/protein_design/dataset/PP/PP2/3n4i.ent.pdb,2,compnd
3ncb,/home/op98/protein_design/dataset/PP/PP2/3ncb.ent.pdb,2,compnd
3ncc,/home/op98/protein_design/dataset/PP/PP2/3ncc.ent.pdb,2,compnd
3nvn,/home/op98/protein_design/dataset/PP/PP2/3nvn.ent.pdb,2,compnd
3o40,/home/op98/protein_design/dataset/PP/PP2/3o40.ent.pdb,2,compnd
3o43,/home/op98/protein_design/dataset/PP/PP2/3o43.ent.pdb,2,compnd
3o5t,/home/op98/protein_design/dataset/PP/PP2/3o5t.ent.pdb,2,compnd
3oiq,/home/op98/protein_design/dataset/PP/PP2/3oiq.ent.pdb,2,compnd
3ojm,/home/op98/protein_design/dataset/PP/PP2/3ojm.ent.pdb,2,compnd
3oky,/home/op98/protein_design/dataset/PP/PP2/3oky.ent.pdb,2,compnd
3ol2,/home/op98/protein_design/dataset/PP/PP2/3ol2.ent.pdb,2,compnd
3olm,/home/op98/protein_design/dataset/PP/PP2/3olm.ent.pdb,2,compnd
3ona,/home/op98/protein_design/dataset/PP/PP2/3ona.ent.pdb,2,compnd
3oun,/home/op98/protein_design/dataset/PP/PP2/3oun.ent.pdb,2,compnd
3ouw,/home/op98/protein_design/dataset/PP/PP2/3ouw.ent.pdb,2,compnd
3oux,/home/op98/protein_design/dataset/PP/PP2/3oux.ent.pdb,2,compnd
3p71,/home/op98/protein_design/dataset/PP/PP2/3p71.ent.pdb,2,compnd
3p92,/home/op98/protein_design/dataset/PP/PP2/3p92.ent.pdb,2,compnd
3p95,/home/op98/protein_design/dataset/PP/PP2/3p95.ent.pdb,2,compnd
3pnr,/home/op98/protein_design/dataset/PP/PP2/3pnr.ent.pdb,2,compnd
3qc8,/home/op98/protein_design/dataset/PP/PP2/3qc8.ent.pdb,2,compnd
3qhy,/home/op98/protein_design/dataset/PP/PP2/3qhy.ent.pdb,2,compnd
3qq8,/home/op98/protein_design/dataset/PP/PP2/3qq8.ent.pdb,2,compnd
3qsk,/home/op98/protein_design/dataset/PP/PP2/3qsk.ent.pdb,2,compnd
3qwq,/home/op98/protein_design/dataset/PP/PP2/3qwq.ent.pdb,2,compnd
3rgf,/home/op98/protein_design/dataset/PP/PP2/3rgf.ent.pdb,2,compnd
3ro2,/home/op98/protein_design/dataset/PP/PP2/3ro2.ent.pdb,2,compnd
3sgb,/home/op98/protein_design/dataset/PP/PP2/3sgb.ent.pdb,2,compnd
3sjh,/home/op98/protein_design/dataset/PP/PP2/3sjh.ent.pdb,2,compnd
3sri,/home/op98/protein_design/dataset/PP/PP2/3sri.ent.pdb,2,compnd
3t04,/home/op98/protein_design/dataset/PP/PP2/3t04.ent.pdb,2,compnd
3tac,/home/op98/protein_design/dataset/PP/PP2/3tac.ent.pdb,2,compnd
3tei,/home/op98/protein_design/dataset/PP/PP2/3tei.ent.pdb,2,compnd
3tg1,/home/op98/protein_design/dataset/PP/PP2/3tg1.ent.pdb,2,compnd
3tgk,/home/op98/protein_design/dataset/PP/PP2/3tgk.ent.pdb,2,compnd
3tkl,/home/op98/protein_design/dataset/PP/PP2/3tkl.ent.pdb,2,compnd
3tu3,/home/op98/protein_design/dataset/PP/PP2/3tu3.ent.pdb,2,compnd
3tz1,/home/op98/protein_design/dataset/PP/PP2/3tz1.ent.pdb,2,compnd
3u43,/home/op98/protein_design/dataset/PP/PP2/3u43.ent.pdb,2,compnd
3u82,/home/op98/protein_design/dataset/PP/PP2/3u82.ent.pdb,2,compnd
3u9z,/home/op98/protein_design/dataset/PP/PP2/3u9z.ent.pdb,2,compnd
3ujg,/home/op98/protein_design/dataset/PP/PP2/3ujg.ent.pdb,2,compnd
3ukw,/home/op98/protein_design/dataset/PP/PP2/3ukw.ent.pdb,2,compnd
3ukx,/home/op98/protein_design/dataset/PP/PP2/3ukx.ent.pdb,2,compnd
3ukz,/home/op98/protein_design/dataset/PP/PP2/3ukz.ent.pdb,2,compnd
3ul0,/home/op98/protein_design/dataset/PP/PP2/3ul0.ent.pdb,2,compnd
3ul1,/home/op98/protein_design/dataset/PP/PP2/3ul1.ent.pdb,2,compnd
3ul4,/home/op98/protein_design/dataset/PP/PP2/3ul4.ent.pdb,2,compnd
3uyo,/home/op98/protein_design/dataset/PP/PP2/3uyo.ent.pdb,2,compnd
3uyp,/home/op98/protein_design/dataset/PP/PP2/3uyp.ent.pdb,2,compnd
3uzq,/home/op98/protein_design/dataset/PP/PP2/3uzq.ent.pdb,2,compnd
3uzv,/home/op98/protein_design/dataset/PP/PP2/3uzv.ent.pdb,2,compnd
3v6b,/home/op98/protein_design/dataset/PP/PP2/3v6b.ent.pdb,2,compnd
3v96,/home/op98/protein_design/dataset/PP/PP2/3v96.ent.pdb,2,compnd
3vv2,/home/op98/protein_design/dataset/PP/PP2/3vv2.ent.pdb,2,compnd
3vyr,/home/op98/protein_design/dataset/PP/PP2/3vyr.ent.pdb,2,compnd
3w8h,/home/op98/protein_design/dataset/PP/PP2/3w8h.ent.pdb,2,compnd
3w8i,/home/op98/protein_design/dataset/PP/PP2/3w8i.ent.pdb,2,compnd
3wa5,/home/op98/protein_design/dataset/PP/PP2/3wa5.ent.pdb,2,compnd
3wdg,/home/op98/protein_design/dataset/PP/PP2/3wdg.ent.pdb,2,compnd
3wqb,/home/op98/protein_design/dataset/PP/PP2/3wqb.ent.pdb,2,compnd
3wwn,/home/op98/protein_design/dataset/PP/PP2/3wwn.ent.pdb,2,compnd
3zet,/home/op98/protein_design/dataset/PP/PP2/3zet.ent.pdb,2,compnd
3zkq,/home/op98/protein_design/dataset/PP/PP2/3zkq.ent.pdb,2,compnd
3znz,/home/op98/protein_design/dataset/PP/PP2/3znz.ent.pdb,2,compnd
3zo0,/home/op98/protein_design/dataset/PP/PP2/3zo0.ent.pdb,2,compnd
3zu7,/home/op98/protein_design/dataset/PP/PP2/3zu7.ent.pdb,2,compnd
3zwz,/home/op98/protein_design/dataset/PP/PP2/3zwz.ent.pdb,2,compnd
3zyi,/home/op98/protein_design/dataset/PP/PP2/3zyi.ent.pdb,2,compnd
4a1u,/home/op98/protein_design/dataset/PP/PP2/4a1u.ent.pdb,2,compnd
4a49,/home/op98/protein_design/dataset/PP/PP2/4a49.ent.pdb,2,compnd
4an7,/home/op98/protein_design/dataset/PP/PP2/4an7.ent.pdb,2,compnd
4ap2,/home/op98/protein_design/dataset/PP/PP2/4ap2.ent.pdb,2,compnd
4apf,/home/op98/protein_design/dataset/PP/PP2/4apf.ent.pdb,2,compnd
4apx,/home/op98/protein_design/dataset/PP/PP2/4apx.ent.pdb,2,compnd
4aqe,/home/op98/protein_design/dataset/PP/PP2/4aqe.ent.pdb,2,compnd
4awx,/home/op98/protein_design/dataset/PP/PP2/4awx.ent.pdb,2,compnd
4b1x,/home/op98/protein_design/dataset/PP/PP2/4b1x.ent.pdb,2,compnd
4b1y,/home/op98/protein_design/dataset/PP/PP2/4b1y.ent.pdb,2,compnd
4b93,/home/op98/protein_design/dataset/PP/PP2/4b93.ent.pdb,2,compnd
4bd9,/home/op98/protein_design/dataset/PP/PP2/4bd9.ent.pdb,2,compnd
4bfi,/home/op98/protein_design/dataset/PP/PP2/4bfi.ent.pdb,2,compnd
4bkx,/home/op98/protein_design/dataset/PP/PP2/4bkx.ent.pdb,2,compnd
4bru,/home/op98/protein_design/dataset/PP/PP2/4bru.ent.pdb,2,compnd
4brw,/home/op98/protein_design/dataset/PP/PP2/4brw.ent.pdb,2,compnd
4c2a,/home/op98/protein_design/dataset/PP/PP2/4c2a.ent.pdb,2,compnd
4c4k,/home/op98/protein_design/dataset/PP/PP2/4c4k.ent.pdb,2,compnd
4c4p,/home/op98/protein_design/dataset/PP/PP2/4c4p.ent.pdb,2,compnd
4c5g,/home/op98/protein_design/dataset/PP/PP2/4c5g.ent.pdb,2,compnd
4c7n,/home/op98/protein_design/dataset/PP/PP2/4c7n.ent.pdb,2,compnd
4c9b,/home/op98/protein_design/dataset/PP/PP2/4c9b.ent.pdb,2,compnd
4cj0,/home/op98/protein_design/dataset/PP/PP2/4cj0.ent.pdb,2,compnd
4cj1,/home/op98/protein_design/dataset/PP/PP2/4cj1.ent.pdb,2,compnd
4cmm,/home/op98/protein_design/dataset/PP/PP2/4cmm.ent.pdb,2,compnd
4ct0,/home/op98/protein_design/dataset/PP/PP2/4ct0.ent.pdb,2,compnd
4cu4,/home/op98/protein_design/dataset/PP/PP2/4cu4.ent.pdb,2,compnd
4d0g,/home/op98/protein_design/dataset/PP/PP2/4d0g.ent.pdb,2,compnd
4d0n,/home/op98/protein_design/dataset/PP/PP2/4d0n.ent.pdb,2,compnd
4dbg,/home/op98/protein_design/dataset/PP/PP2/4dbg.ent.pdb,2,compnd
4did,/home/op98/protein_design/dataset/PP/PP2/4did.ent.pdb,2,compnd
4dj9,/home/op98/protein_design/dataset/PP/PP2/4dj9.ent.pdb,2,compnd
4ds8,/home/op98/protein_design/dataset/PP/PP2/4ds8.ent.pdb,2,compnd
4dt1,/home/op98/protein_design/dataset/PP/PP2/4dt1.ent.pdb,2,compnd
4dxa,/home/op98/protein_design/dataset/PP/PP2/4dxa.ent.pdb,2,compnd
4dzv,/home/op98/protein_design/dataset/PP/PP2/4dzv.ent.pdb,2,compnd
4ehq,/home/op98/protein_design/dataset/PP/PP2/4ehq.ent.pdb,2,compnd
4eig,/home/op98/protein_design/dataset/PP/PP2/4eig.ent.pdb,2,compnd
4ekd,/home/op98/protein_design/dataset/PP/PP2/4ekd.ent.pdb,2,compnd
4etp,/home/op98/protein_design/dataset/PP/PP2/4etp.ent.pdb,2,compnd
4euk,/home/op98/protein_design/dataset/PP/PP2/4euk.ent.pdb,2,compnd
4exp,/home/op98/protein_design/dataset/PP/PP2/4exp.ent.pdb,2,compnd
4f0a,/home/op98/protein_design/dataset/PP/PP2/4f0a.ent.pdb,2,compnd
4f38,/home/op98/protein_design/dataset/PP/PP2/4f38.ent.pdb,2,compnd
4f48,/home/op98/protein_design/dataset/PP/PP2/4f48.ent.pdb,2,compnd
4fza,/home/op98/protein_design/dataset/PP/PP2/4fza.ent.pdb,2,compnd
4fzv,/home/op98/protein_design/dataset/PP/PP2/4fzv.ent.pdb,2,compnd
4g01,/home/op98/protein_design/dataset/PP/PP2/4g01.ent.pdb,2,compnd
4g35,/home/op98/protein_design/dataset/PP/PP2/4g35.ent.pdb,2,compnd
4g6u,/home/op98/protein_design/dataset/PP/PP2/4g6u.ent.pdb,2,compnd
4gaf,/home/op98/protein_design/dataset/PP/PP2/4gaf.ent.pdb,2,compnd
4gi3,/home/op98/protein_design/dataset/PP/PP2/4gi3.ent.pdb,2,compnd
4giq,/home/op98/protein_design/dataset/PP/PP2/4giq.ent.pdb,2,compnd
4gn4,/home/op98/protein_design/dataset/PP/PP2/4gn4.ent.pdb,2,compnd
4h5s,/home/op98/protein_design/dataset/PP/PP2/4h5s.ent.pdb,2,compnd
4h6j,/home/op98/protein_design/dataset/PP/PP2/4h6j.ent.pdb,2,compnd
4hcn,/home/op98/protein_design/dataset/PP/PP2/4hcn.ent.pdb,2,compnd
4hcp,/home/op98/protein_design/dataset/PP/PP2/4hcp.ent.pdb,2,compnd
4hdo,/home/op98/protein_design/dataset/PP/PP2/4hdo.ent.pdb,2,compnd
4hep,/home/op98/protein_design/dataset/PP/PP2/4hep.ent.pdb,2,compnd
4hff,/home/op98/protein_design/dataset/PP/PP2/4hff.ent.pdb,2,compnd
4hgm,/home/op98/protein_design/dataset/PP/PP2/4hgm.ent.pdb,2,compnd
4hrl,/home/op98/protein_design/dataset/PP/PP2/4hrl.ent.pdb,2,compnd
4i6l,/home/op98/protein_design/dataset/PP/PP2/4i6l.ent.pdb,2,compnd
4ika,/home/op98/protein_design/dataset/PP/PP2/4ika.ent.pdb,2,compnd
4iop,/home/op98/protein_design/dataset/PP/PP2/4iop.ent.pdb,2,compnd
4iu3,/home/op98/protein_design/dataset/PP/PP2/4iu3.ent.pdb,2,compnd
4iyp,/home/op98/protein_design/dataset/PP/PP2/4iyp.ent.pdb,2,compnd
4j2y,/home/op98/protein_design/dataset/PP/PP2/4j2y.ent.pdb,2,compnd
4j32,/home/op98/protein_design/dataset/PP/PP2/4j32.ent.pdb,2,compnd
4je4,/home/op98/protein_design/dataset/PP/PP2/4je4.ent.pdb,2,compnd
4jeg,/home/op98/protein_design/dataset/PP/PP2/4jeg.ent.pdb,2,compnd
4jeh,/home/op98/protein_design/dataset/PP/PP2/4jeh.ent.pdb,2,compnd
4jeu,/home/op98/protein_design/dataset/PP/PP2/4jeu.ent.pdb,2,compnd
4js0,/home/op98/protein_design/dataset/PP/PP2/4js0.ent.pdb,2,compnd
4jw2,/home/op98/protein_design/dataset/PP/PP2/4jw2.ent.pdb,2,compnd
4k0a,/home/op98/protein_design/dataset/PP/PP2/4k0a.ent.pdb,2,compnd
4k5a,/home/op98/protein_design/dataset/PP/PP2/4k5a.ent.pdb,2,compnd
4ka2,/home/op98/protein_design/dataset/PP/PP2/4ka2.ent.pdb,2,compnd
4kr0,/home/op98/protein_design/dataset/PP/PP2/4kr0.ent.pdb,2,compnd
4krl,/home/op98/protein_design/dataset/PP/PP2/4krl.ent.pdb,2,compnd
4ksd,/home/op98/protein_design/dataset/PP/PP2/4ksd.ent.pdb,2,compnd
4kt1,/home/op98/protein_design/dataset/PP/PP2/4kt1.ent.pdb,2,compnd
4kt3,/home/op98/protein_design/dataset/PP/PP2/4kt3.ent.pdb,2,compnd
4l0p,/home/op98/protein_design/dataset/PP/PP2/4l0p.ent.pdb,2,compnd
4l67,/home/op98/protein_design/dataset/PP/PP2/4l67.ent.pdb,2,compnd
4lad,/home/op98/protein_design/dataset/PP/PP2/4lad.ent.pdb,2,compnd
4lgr,/home/op98/protein_design/dataset/PP/PP2/4lgr.ent.pdb,2,compnd
4lzx,/home/op98/protein_design/dataset/PP/PP2/4lzx.ent.pdb,2,compnd
4m0w,/home/op98/protein_design/dataset/PP/PP2/4m0w.ent.pdb,2,compnd
4m1l,/home/op98/protein_design/dataset/PP/PP2/4m1l.ent.pdb,2,compnd
4m5f,/home/op98/protein_design/dataset/PP/PP2/4m5f.ent.pdb,2,compnd
4mrt,/home/op98/protein_design/dataset/PP/PP2/4mrt.ent.pdb,2,compnd
4n7z,/home/op98/protein_design/dataset/PP/PP2/4n7z.ent.pdb,2,compnd
4nm3,/home/op98/protein_design/dataset/PP/PP2/4nm3.ent.pdb,2,compnd
4nqw,/home/op98/protein_design/dataset/PP/PP2/4nqw.ent.pdb,2,compnd
4nso,/home/op98/protein_design/dataset/PP/PP2/4nso.ent.pdb,2,compnd
4nu1,/home/op98/protein_design/dataset/PP/PP2/4nu1.ent.pdb,2,compnd
4nzl,/home/op98/protein_design/dataset/PP/PP2/4nzl.ent.pdb,2,compnd
